,WHORegionCode,WHORegionName,CountryIso3,CountryTerritoryArea,IncomeWorldBankJune,Year,AntimicrobialClass,ATC4,ATC4Name,RouteOfAdministration,DDD,DID,Notes
6461,EUR,European Region,FRA,France,High Income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",J01EE,"Combinations of sulfonamides and trimethoprim, incl. derivatives (J01EE)",O,13512120.0,0.552574497,f
6462,EUR,European Region,FRA,France,High Income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",J01EE,"Combinations of sulfonamides and trimethoprim, incl. derivatives (J01EE)",P,162553.0,0.006647569,f
6463,EUR,European Region,FRA,France,High Income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",J01FA,Macrolides (J01FA),O,53067398.0,2.170176911,f
6464,EUR,European Region,FRA,France,High Income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",J01FA,Macrolides (J01FA),P,344070.0,0.014070649,f
6465,EUR,European Region,FRA,France,High Income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",J01FF,Lincosamides (J01FF),O,4751408.0,0.194307547,f
6466,EUR,European Region,FRA,France,High Income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",J01FF,Lincosamides (J01FF),P,407814.0,0.016677443,f
6467,EUR,European Region,FRA,France,High Income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",J01FG,Streptogramins (J01FG),O,21592606.0,0.883023789,f
6468,EUR,European Region,FRA,France,High Income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",J01GB,Other aminoglycosides (J01GB),I,226860.0,0.009277378,f
6469,EUR,European Region,FRA,France,High Income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",J01GB,Other aminoglycosides (J01GB),P,1031025.0,0.042163488,f
6470,EUR,European Region,FRA,France,High Income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",J01MA,Fluoroquinolones (J01MA),O,31951644.0,1.30665385,f
6471,EUR,European Region,FRA,France,High Income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",J01MA,Fluoroquinolones (J01MA),P,544096.0,0.022250679,f
6472,EUR,European Region,FRA,France,High Income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",J01RA,Combinations of antibacterials (J01RA),O,10834794.0,0.443085973,f
6473,EUR,European Region,FRA,France,High Income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",J01XA,Glycopeptide antibacterials (J01XA),P,615652.0,0.025176922,f
6474,EUR,European Region,FRA,France,High Income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",J01XB,Polymyxins (J01XB),I,362360.0,0.014818615,f
6475,EUR,European Region,FRA,France,High Income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",J01XB,Polymyxins (J01XB),P,15089.0,0.000617061,f
6476,EUR,European Region,FRA,France,High Income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",J01XC,Steroid antibacterials (J01XC),O,731255.0,0.029904476,f
6477,EUR,European Region,FRA,France,High Income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",J01XC,Steroid antibacterials (J01XC),P,3950.0,0.000161534,f
6478,EUR,European Region,FRA,France,High Income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",J01XD,Imidazole derivatives (J01XD),P,397741.0,0.016265511,f
6479,EUR,European Region,FRA,France,High Income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",J01XE,Nitrofuran derivatives (J01XE),O,4231999.0,0.173066456,f
6480,EUR,European Region,FRA,France,High Income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",J01XX,Other antibacterials (J01XX),O,7221098.0,0.295304852,f
6481,EUR,European Region,FRA,France,High Income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",J01XX,Other antibacterials (J01XX),P,1256769.0,0.051395228,f
6482,EUR,European Region,FRA,France,High Income,2022,"Antibacterials (ATC J01, A07AA, P01AB)",P01AB,Nitroimidazole derivatives (P01AB),O,8183811.0,0.33467474,f
6483,EUR,European Region,FRA,France,High Income,2022,"Antimycotics and antifungals for systemic use (J02, D01B)",D01BA,Antifungals for systemic use (D01BA),O,23091502.0,0.944320736,
6484,EUR,European Region,FRA,France,High Income,2022,"Antimycotics and antifungals for systemic use (J02, D01B)",J02AA,Antibiotics (J02AA),P,3710083.0,0.151722842,
6485,EUR,European Region,FRA,France,High Income,2022,"Antimycotics and antifungals for systemic use (J02, D01B)",J02AC,Triazole and tetrazole derivatives (J02AC),O,7947586.0,0.325014383,
6486,EUR,European Region,FRA,France,High Income,2022,"Antimycotics and antifungals for systemic use (J02, D01B)",J02AC,Triazole and tetrazole derivatives (J02AC),P,442959.0,0.018114689,
6487,EUR,European Region,FRA,France,High Income,2022,"Antimycotics and antifungals for systemic use (J02, D01B)",J02AX,Other antimycotics for systemic use (J02AX),O,21870.0,0.000894402,
6488,EUR,European Region,FRA,France,High Income,2022,"Antimycotics and antifungals for systemic use (J02, D01B)",J02AX,Other antimycotics for systemic use (J02AX),P,258265.0,0.010561675,
6489,EUR,European Region,FRA,France,High Income,2022,Antivirals for systemic use (ATC J05),J05AB,Nucleosides and nucleotides excl. reverse transcriptase inhibitors (J05AB),O,20505677.0,0.838574121,
6490,EUR,European Region,FRA,France,High Income,2022,Antivirals for systemic use (ATC J05),J05AB,Nucleosides and nucleotides excl. reverse transcriptase inhibitors (J05AB),P,162858.0,0.006660064,
6491,EUR,European Region,FRA,France,High Income,2022,Antivirals for systemic use (ATC J05),J05AD,Phosphonic acid derivatives (J05AD),P,12659.0,0.000517686,
6492,EUR,European Region,FRA,France,High Income,2022,Antivirals for systemic use (ATC J05),J05AE,Protease inhibitors (J05AE),O,5103953.0,0.208724779,
6493,EUR,European Region,FRA,France,High Income,2022,Antivirals for systemic use (ATC J05),J05AF,Nucleoside and nucleotide reverse transcriptase inhibitors (J05AF),O,13023409.0,0.532588793,
6494,EUR,European Region,FRA,France,High Income,2022,Antivirals for systemic use (ATC J05),J05AF,Nucleoside and nucleotide reverse transcriptase inhibitors (J05AF),P,1542.0,6.31e-05,
6495,EUR,European Region,FRA,France,High Income,2022,Antivirals for systemic use (ATC J05),J05AG,Non-nucleoside reverse transcriptase inhibitors (J05AG),O,4211686.0,0.172235763,
6496,EUR,European Region,FRA,France,High Income,2022,Antivirals for systemic use (ATC J05),J05AG,Non-nucleoside reverse transcriptase inhibitors (J05AG),P,1123560.0,0.045947683,
6497,EUR,European Region,FRA,France,High Income,2022,Antivirals for systemic use (ATC J05),J05AH,Neuraminidase inhibitors (J05AH),O,1998876.0,0.081743494,
6498,EUR,European Region,FRA,France,High Income,2022,Antivirals for systemic use (ATC J05),J05AH,Neuraminidase inhibitors (J05AH),P,20.0,8.18e-07,
6499,EUR,European Region,FRA,France,High Income,2022,Antivirals for systemic use (ATC J05),J05AJ,Integrase inhibitors (J05AJ),O,5719340.0,0.233890864,
6500,EUR,European Region,FRA,France,High Income,2022,Antivirals for systemic use (ATC J05),J05AJ,Integrase inhibitors (J05AJ),P,1140000.0,0.046619992,
6501,EUR,European Region,FRA,France,High Income,2022,Antivirals for systemic use (ATC J05),J05AP,Antivirals for treatment of hcv infections (J05AP),O,406139.0,0.016609023,
6502,EUR,European Region,FRA,France,High Income,2022,Antivirals for systemic use (ATC J05),J05AR,"Antivirals for treatment of hiv infections, combinations (J05AR)",O,56365367.0,2.305046457,
6503,EUR,European Region,FRA,France,High Income,2022,Antivirals for systemic use (ATC J05),J05AX,Other antivirals (J05AX),O,461450.0,0.018870873,
6504,EUR,European Region,FRA,France,High Income,2022,Antivirals for systemic use (ATC J05),J05AX,Other antivirals (J05AX),P,13713.0,0.0005608079,
6505,EUR,European Region,FRA,France,High Income,2022,Drugs for the treatment of tuberculosis (ATC J04A),J04AA,Aminosalicylic acid and derivatives (J04AA),O,110.0,4.5e-06,
6506,EUR,European Region,FRA,France,High Income,2022,Drugs for the treatment of tuberculosis (ATC J04A),J04AB,Antibiotics (J04AB),O,3231542.0,0.132153037,
6507,EUR,European Region,FRA,France,High Income,2022,Drugs for the treatment of tuberculosis (ATC J04A),J04AB,Antibiotics (J04AB),P,82195.0,0.003361342,
6508,EUR,European Region,FRA,France,High Income,2022,Drugs for the treatment of tuberculosis (ATC J04A),J04AC,Hydrazides (J04AC),O,951750.0,0.038921559,
6509,EUR,European Region,FRA,France,High Income,2022,Drugs for the treatment of tuberculosis (ATC J04A),J04AC,Hydrazides (J04AC),P,17700.0,0.00072384,
6510,EUR,European Region,FRA,France,High Income,2022,Drugs for the treatment of tuberculosis (ATC J04A),J04AK,Other drugs for treatment of tuberculosis (J04AK),O,854857.0,0.034959146,
6511,EUR,European Region,FRA,France,High Income,2022,Drugs for the treatment of tuberculosis (ATC J04A),J04AM,Combinations of drugs for treatment of tuberculosis (J04AM),O,1431950.0,0.058559209,
6512,EUR,European Region,FRA,France,High income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",J01AA,Tetracyclines (J01AA),O,77956937.0,3.193687171,f
6513,EUR,European Region,FRA,France,High income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",J01AA,Tetracyclines (J01AA),P,34454.0,0.001411488,f
6514,EUR,European Region,FRA,France,High income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",J01BA,Amphenicols (J01BA),P,301.0,1.23e-05,f
6515,EUR,European Region,FRA,France,High income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",J01CA,Penicillins with extended spectrum (J01CA),O,172880663.0,7.082458292,f
6516,EUR,European Region,FRA,France,High income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",J01CA,Penicillins with extended spectrum (J01CA),P,1630170.0,0.066783704,f
6517,EUR,European Region,FRA,France,High income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",J01CE,Beta-lactamase sensitive penicillins (J01CE),O,4265805.0,0.17475862,f
6518,EUR,European Region,FRA,France,High income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",J01CE,Beta-lactamase sensitive penicillins (J01CE),P,83916.0,0.003437815,f
6519,EUR,European Region,FRA,France,High income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",J01CF,Beta-lactamase resistant penicillins (J01CF),O,1904144.0,0.078007686,f
6520,EUR,European Region,FRA,France,High income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",J01CF,Beta-lactamase resistant penicillins (J01CF),P,1116970.0,0.045759272,f
6521,EUR,European Region,FRA,France,High income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",J01CR,"Combinations of penicillins, incl. beta-lactamase inhibitors (J01CR)",O,103636319.0,4.245702752,f
6522,EUR,European Region,FRA,France,High income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",J01CR,"Combinations of penicillins, incl. beta-lactamase inhibitors (J01CR)",P,5550608.0,0.2273936,f
6523,EUR,European Region,FRA,France,High income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",J01DB,First-generation cephalosporins (J01DB),O,396249.0,0.016233285,f
6524,EUR,European Region,FRA,France,High income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",J01DB,First-generation cephalosporins (J01DB),P,2168928.0,0.088855178,f
6525,EUR,European Region,FRA,France,High income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",J01DC,Second-generation cephalosporins (J01DC),O,3219079.0,0.131877056,f
6526,EUR,European Region,FRA,France,High income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",J01DC,Second-generation cephalosporins (J01DC),P,230272.0,0.009433601,f
6527,EUR,European Region,FRA,France,High income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",J01DD,Third-generation cephalosporins (J01DD),O,17040807.0,0.698116277,f
6528,EUR,European Region,FRA,France,High income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",J01DD,Third-generation cephalosporins (J01DD),P,5769128.0,0.23634574,f
6529,EUR,European Region,FRA,France,High income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",J01DE,Fourth-generation cephalosporins (J01DE),P,434408.0,0.017796534,f
6530,EUR,European Region,FRA,France,High income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",J01DF,Monobactams (J01DF),I,21308.0,0.000872935,f
6531,EUR,European Region,FRA,France,High income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",J01DF,Monobactams (J01DF),P,53341.0,0.002185238,f
6532,EUR,European Region,FRA,France,High income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",J01DH,Carbapenems (J01DH),P,923954.0,0.037851934,f
6533,EUR,European Region,FRA,France,High income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",J01DI,Other cephalosporins and penems (J01DI),P,19653.0,0.000805131,f
6534,EUR,European Region,FRA,France,High income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",J01EA,Trimethoprim and derivatives (J01EA),O,98887.0,0.004051133,f
6535,EUR,European Region,FRA,France,High income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",J01EC,Intermediate-acting sulfonamides (J01EC),O,398283.0,0.016316563,f
6536,EUR,European Region,FRA,France,High income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",J01EE,"Combinations of sulfonamides and trimethoprim, incl. derivatives (J01EE)",O,13006508.0,0.532841839,f
6537,EUR,European Region,FRA,France,High income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",J01EE,"Combinations of sulfonamides and trimethoprim, incl. derivatives (J01EE)",P,176533.0,0.007232085,f
6538,EUR,European Region,FRA,France,High income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",J01FA,Macrolides (J01FA),O,38534766.0,1.578666277,f
6539,EUR,European Region,FRA,France,High income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",J01FA,Macrolides (J01FA),P,375831.0,0.015396795,f
6540,EUR,European Region,FRA,France,High income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",J01FF,Lincosamides (J01FF),O,4310673.0,0.176596741,f
6541,EUR,European Region,FRA,France,High income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",J01FF,Lincosamides (J01FF),P,380155.0,0.015573933,f
6542,EUR,European Region,FRA,France,High income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",J01FG,Streptogramins (J01FG),O,17926936.0,0.734418612,f
6543,EUR,European Region,FRA,France,High income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",J01GB,Other aminoglycosides (J01GB),I,291799.0,0.011954224,f
6544,EUR,European Region,FRA,France,High income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",J01GB,Other aminoglycosides (J01GB),P,1065046.0,0.043632084,f
6545,EUR,European Region,FRA,France,High income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",J01MA,Fluoroquinolones (J01MA),O,27558580.0,1.1290013,f
6546,EUR,European Region,FRA,France,High income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",J01MA,Fluoroquinolones (J01MA),P,1210152.0,0.049576672,f
6547,EUR,European Region,FRA,France,High income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",J01RA,Combinations of antibacterials (J01RA),O,13182370.0,0.540046434,f
6548,EUR,European Region,FRA,France,High income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",J01XA,Glycopeptide antibacterials (J01XA),P,857182.0,0.035116391,f
6549,EUR,European Region,FRA,France,High income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",J01XB,Polymyxins (J01XB),I,554942.0,0.022734489,f
6550,EUR,European Region,FRA,France,High income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",J01XB,Polymyxins (J01XB),P,19100.0,0.000782476,f
6551,EUR,European Region,FRA,France,High income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",J01XC,Steroid antibacterials (J01XC),O,825099.0,0.033802099,f
6552,EUR,European Region,FRA,France,High income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",J01XC,Steroid antibacterials (J01XC),P,2075.0,8.5e-05,f
6553,EUR,European Region,FRA,France,High income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",J01XD,Imidazole derivatives (J01XD),P,1249032.0,0.051169522,f
6554,EUR,European Region,FRA,France,High income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",J01XE,Nitrofuran derivatives (J01XE),O,3837708.0,0.15722063,f
6555,EUR,European Region,FRA,France,High income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",J01XX,Other antibacterials (J01XX),O,6255147.0,0.25625664,f
6556,EUR,European Region,FRA,France,High income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",J01XX,Other antibacterials (J01XX),P,988942.0,0.040514308,f
6557,EUR,European Region,FRA,France,High income,2021,"Antibacterials (ATC J01, A07AA, P01AB)",P01AB,Nitroimidazole derivatives (P01AB),O,7788160.0,0.319060082,f
6558,EUR,European Region,FRA,France,High income,2021,"Antimycotics and antifungals for systemic use (J02, D01B)",D01BA,Antifungals for systemic use (D01BA),O,22490763.0,0.921386396,
6559,EUR,European Region,FRA,France,High income,2021,"Antimycotics and antifungals for systemic use (J02, D01B)",J02AA,Antibiotics (J02AA),P,3338709.0,0.136777976,
6560,EUR,European Region,FRA,France,High income,2021,"Antimycotics and antifungals for systemic use (J02, D01B)",J02AC,Triazole and tetrazole derivatives (J02AC),O,7753171.0,0.317626675,
6561,EUR,European Region,FRA,France,High income,2021,"Antimycotics and antifungals for systemic use (J02, D01B)",J02AC,Triazole and tetrazole derivatives (J02AC),P,472201.0,0.019344813,
6562,EUR,European Region,FRA,France,High income,2021,"Antimycotics and antifungals for systemic use (J02, D01B)",J02AX,Other antimycotics for systemic use (J02AX),O,18895.0,0.000774043,
6563,EUR,European Region,FRA,France,High income,2021,"Antimycotics and antifungals for systemic use (J02, D01B)",J02AX,Other antimycotics for systemic use (J02AX),P,241750.0,0.009903847,
6564,EUR,European Region,FRA,France,High income,2021,Antivirals for systemic use (ATC J05),J05AB,Nucleosides and nucleotides excl. reverse transcriptase inhibitors (J05AB),O,19660418.0,0.805434732,
6565,EUR,European Region,FRA,France,High income,2021,Antivirals for systemic use (ATC J05),J05AB,Nucleosides and nucleotides excl. reverse transcriptase inhibitors (J05AB),P,122109.0,0.005002439,
6566,EUR,European Region,FRA,France,High income,2021,Antivirals for systemic use (ATC J05),J05AD,Phosphonic acid derivatives (J05AD),P,13420.0,0.000549782,
6567,EUR,European Region,FRA,France,High income,2021,Antivirals for systemic use (ATC J05),J05AE,Protease inhibitors (J05AE),O,4525585.0,0.18540111,
6568,EUR,European Region,FRA,France,High income,2021,Antivirals for systemic use (ATC J05),J05AF,Nucleoside and nucleotide reverse transcriptase inhibitors (J05AF),O,12811670.0,0.524859849,
6569,EUR,European Region,FRA,France,High income,2021,Antivirals for systemic use (ATC J05),J05AF,Nucleoside and nucleotide reverse transcriptase inhibitors (J05AF),P,1305.0,5.35e-05,
6570,EUR,European Region,FRA,France,High income,2021,Antivirals for systemic use (ATC J05),J05AG,Non-nucleoside reverse transcriptase inhibitors (J05AG),O,4657918.0,0.190822439,
6571,EUR,European Region,FRA,France,High income,2021,Antivirals for systemic use (ATC J05),J05AG,Non-nucleoside reverse transcriptase inhibitors (J05AG),P,16440.0,0.000673503,
6572,EUR,European Region,FRA,France,High income,2021,Antivirals for systemic use (ATC J05),J05AH,Neuraminidase inhibitors (J05AH),O,1104134.0,0.045233417,
6573,EUR,European Region,FRA,France,High income,2021,Antivirals for systemic use (ATC J05),J05AJ,Integrase inhibitors (J05AJ),O,6234122.0,0.255395289,
6574,EUR,European Region,FRA,France,High income,2021,Antivirals for systemic use (ATC J05),J05AJ,Integrase inhibitors (J05AJ),P,16440.0,0.000673503,
6575,EUR,European Region,FRA,France,High income,2021,Antivirals for systemic use (ATC J05),J05AP,Antivirals for treatment of hcv infections (J05AP),O,498877.0,0.020437821,
6576,EUR,European Region,FRA,France,High income,2021,Antivirals for systemic use (ATC J05),J05AR,"Antivirals for treatment of hiv infections, combinations (J05AR)",O,53602303.0,2.195942964,
6577,EUR,European Region,FRA,France,High income,2021,Antivirals for systemic use (ATC J05),J05AX,Other antivirals (J05AX),O,520936.0,0.021341348,
6578,EUR,European Region,FRA,France,High income,2021,Antivirals for systemic use (ATC J05),J05AX,Other antivirals (J05AX),P,18096.0,0.0007413339,
6579,EUR,European Region,FRA,France,High income,2021,Drugs for the treatment of tuberculosis (ATC J04A),J04AA,Aminosalicylic acid and derivatives (J04AA),O,150.0,6.15e-06,
6580,EUR,European Region,FRA,France,High income,2021,Drugs for the treatment of tuberculosis (ATC J04A),J04AB,Antibiotics (J04AB),O,3069150.0,0.125734865,
6581,EUR,European Region,FRA,France,High income,2021,Drugs for the treatment of tuberculosis (ATC J04A),J04AB,Antibiotics (J04AB),P,140589.0,0.005759555,
6582,EUR,European Region,FRA,France,High income,2021,Drugs for the treatment of tuberculosis (ATC J04A),J04AC,Hydrazides (J04AC),O,611050.0,0.025033084,
6583,EUR,European Region,FRA,France,High income,2021,Drugs for the treatment of tuberculosis (ATC J04A),J04AC,Hydrazides (J04AC),P,21290.0,0.000872194,
6584,EUR,European Region,FRA,France,High income,2021,Drugs for the treatment of tuberculosis (ATC J04A),J04AK,Other drugs for treatment of tuberculosis (J04AK),O,864642.0,0.035422069,
6585,EUR,European Region,FRA,France,High income,2021,Drugs for the treatment of tuberculosis (ATC J04A),J04AM,Combinations of drugs for treatment of tuberculosis (J04AM),O,1347410.0,0.055199783,
6586,EUR,European Region,FRA,France,High income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",J01AA,Tetracyclines (J01AA),O,72636099.0,2.979066298,f
6587,EUR,European Region,FRA,France,High income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",J01AA,Tetracyclines (J01AA),P,36258.0,0.001487074,f
6588,EUR,European Region,FRA,France,High income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",J01BA,Amphenicols (J01BA),P,356.0,1.46e-05,f
6589,EUR,European Region,FRA,France,High income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",J01CA,Penicillins with extended spectrum (J01CA),O,155651004.0,6.383804562,f
6590,EUR,European Region,FRA,France,High income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",J01CA,Penicillins with extended spectrum (J01CA),P,1436204.0,0.058903864,f
6591,EUR,European Region,FRA,France,High income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",J01CE,Beta-lactamase sensitive penicillins (J01CE),O,4276458.0,0.175392843,f
6592,EUR,European Region,FRA,France,High income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",J01CE,Beta-lactamase sensitive penicillins (J01CE),P,92463.0,0.003792238,f
6593,EUR,European Region,FRA,France,High income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",J01CF,Beta-lactamase resistant penicillins (J01CF),O,2303736.0,0.094484456,f
6594,EUR,European Region,FRA,France,High income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",J01CF,Beta-lactamase resistant penicillins (J01CF),P,930984.0,0.038182984,f
6595,EUR,European Region,FRA,France,High income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",J01CR,"Combinations of penicillins, incl. beta-lactamase inhibitors (J01CR)",O,96513837.0,3.958377762,f
6596,EUR,European Region,FRA,France,High income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",J01CR,"Combinations of penicillins, incl. beta-lactamase inhibitors (J01CR)",P,3905882.0,0.160194176,f
6597,EUR,European Region,FRA,France,High income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",J01DB,First-generation cephalosporins (J01DB),O,409315.0,0.016787508,f
6598,EUR,European Region,FRA,France,High income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",J01DB,First-generation cephalosporins (J01DB),P,1939720.0,0.079554857,f
6599,EUR,European Region,FRA,France,High income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",J01DC,Second-generation cephalosporins (J01DC),O,3385083.0,0.138834365,f
6600,EUR,European Region,FRA,France,High income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",J01DC,Second-generation cephalosporins (J01DC),P,229232.0,0.009401673,f
6601,EUR,European Region,FRA,France,High income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",J01DD,Third-generation cephalosporins (J01DD),O,16285127.0,0.667911324,f
6602,EUR,European Region,FRA,France,High income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",J01DD,Third-generation cephalosporins (J01DD),P,5885306.0,0.241377455,f
6603,EUR,European Region,FRA,France,High income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",J01DE,Fourth-generation cephalosporins (J01DE),P,390314.0,0.016008174,f
6604,EUR,European Region,FRA,France,High income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",J01DF,Monobactams (J01DF),I,25088.0,0.001028913,f
6605,EUR,European Region,FRA,France,High income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",J01DF,Monobactams (J01DF),P,49207.0,0.002018155,f
6606,EUR,European Region,FRA,France,High income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",J01DH,Carbapenems (J01DH),P,784548.0,0.032177126,f
6607,EUR,European Region,FRA,France,High income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",J01DI,Other cephalosporins and penems (J01DI),P,38615.0,0.00158374,f
6608,EUR,European Region,FRA,France,High income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",J01EA,Trimethoprim and derivatives (J01EA),O,74554.0,0.003057722,f
6609,EUR,European Region,FRA,France,High income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",J01EC,Intermediate-acting sulfonamides (J01EC),O,259684.0,0.01065057,f
6610,EUR,European Region,FRA,France,High income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",J01EE,"Combinations of sulfonamides and trimethoprim, incl. derivatives (J01EE)",O,11913266.0,0.488605662,f
6611,EUR,European Region,FRA,France,High income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",J01EE,"Combinations of sulfonamides and trimethoprim, incl. derivatives (J01EE)",P,248846.0,0.010206068,f
6612,EUR,European Region,FRA,France,High income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",J01FA,Macrolides (J01FA),O,37636333.0,1.543600711,f
6613,EUR,European Region,FRA,France,High income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",J01FA,Macrolides (J01FA),P,430083.0,0.017639242,f
6614,EUR,European Region,FRA,France,High income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",J01FF,Lincosamides (J01FF),O,3939621.0,0.161577952,f
6615,EUR,European Region,FRA,France,High income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",J01FF,Lincosamides (J01FF),P,74645.0,0.003061459,f
6616,EUR,European Region,FRA,France,High income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",J01FG,Streptogramins (J01FG),O,19093087.0,0.783075809,f
6617,EUR,European Region,FRA,France,High income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",J01GB,Other aminoglycosides (J01GB),I,343504.0,0.014088328,f
6618,EUR,European Region,FRA,France,High income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",J01GB,Other aminoglycosides (J01GB),P,1126712.0,0.046210491,f
6619,EUR,European Region,FRA,France,High income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",J01MA,Fluoroquinolones (J01MA),O,29921135.0,1.227172799,f
6620,EUR,European Region,FRA,France,High income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",J01MA,Fluoroquinolones (J01MA),P,647074.0,0.026538868,f
6621,EUR,European Region,FRA,France,High income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",J01MB,Other quinolones (J01MB),O,1700.0,6.97e-05,f
6622,EUR,European Region,FRA,France,High income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",J01RA,Combinations of antibacterials (J01RA),O,13178207.0,0.540485419,f
6623,EUR,European Region,FRA,France,High income,2020,"Antibacterials (ATC J01, A07AA, P01AB)",J01XA,Glycopeptide antibacterials (J01XA),P,767966.0,0.031497025,f
