,Pathogen,Frequency Count,Percent of Total Frequency,Year,Population Group
1010,Morganella,7,<0.1,2019,Adult
1011,Moraxella,7,<0.1,2019,Adult
1012,Peptococcus,7,<0.1,2019,Adult
1013,Serratia odorifera,7,<0.1,2019,Adult
1014,Elastase-producing strain Staphylococcus epidermidis,7,<0.1,2019,Adult
1015,Actinobaculum schaalii,6,<0.1,2019,Adult
1016,Actinomyces radingae,6,<0.1,2019,Adult
1017,Aspergillus niger,6,<0.1,2019,Adult
1018,Bacteroides pyogenes,6,<0.1,2019,Adult
1019,Clostridium histolyticum,6,<0.1,2019,Adult
1020,Corynebacterium pseudodiphtheriticum,6,<0.1,2019,Adult
1021,Cronobacter sakazakii,6,<0.1,2019,Adult
1022,Enterobacter cloacae subspecies dissolvens,6,<0.1,2019,Adult
1023,Escherichia hermannii,6,<0.1,2019,Adult
1024,Gemella sanguinis,6,<0.1,2019,Adult
1025,Leuconostoc,6,<0.1,2019,Adult
1026,Ochrobactrum,6,<0.1,2019,Adult
1027,Prevotella corporis,6,<0.1,2019,Adult
1028,Ralstonia pickettii,6,<0.1,2019,Adult
1029,Rothia dentocariosa,6,<0.1,2019,Adult
1030,Staphylococcus pettenkoferi,6,<0.1,2019,Adult
1031,Staphylococcus sciuri,6,<0.1,2019,Adult
1032,Streptococcus constellatus subspecies constellatus,6,<0.1,2019,Adult
1033,Streptococcus gallolyticus subspecies gallolyticus,6,<0.1,2019,Adult
1034,Tissierella praeacuta,6,<0.1,2019,Adult
1035,Abiotrophia,5,<0.1,2019,Adult
1036,Aerococcus viridans,5,<0.1,2019,Adult
1037,Anaerococcus tretradius,5,<0.1,2019,Adult
1038,Anaerococcus tetradius,5,<0.1,2019,Adult
1039,Bifidobacterium longum,5,<0.1,2019,Adult
1040,Burkholderia,5,<0.1,2019,Adult
1041,Candida haemulonii,5,<0.1,2019,Adult
1042,Citrobacter werkmanii,5,<0.1,2019,Adult
1043,Cladosporium,5,<0.1,2019,Adult
1044,"Corynebacterium species, not Corynebacterium diphtheriae",5,<0.1,2019,Adult
1045,Corynebacterium propinquum,5,<0.1,2019,Adult
1046,Gram positive coccobacillus,5,<0.1,2019,Adult
1047,Gram-variable bacillus,5,<0.1,2019,Adult
1048,Hafnia,5,<0.1,2019,Adult
1049,Kocuria kristinae,5,<0.1,2019,Adult
1050,Lactococcus garvieae,5,<0.1,2019,Adult
1051,Lactococcus,5,<0.1,2019,Adult
1052,Leptotrichia trevisanii,5,<0.1,2019,Adult
1053,Mold,5,<0.1,2019,Adult
1054,Neisseria sicca,5,<0.1,2019,Adult
1055,Pasteurella,5,<0.1,2019,Adult
1056,Penicillium,5,<0.1,2019,Adult
1057,Prevotella nigrescens,5,<0.1,2019,Adult
1058,Providencia alcalifaciens,5,<0.1,2019,Adult
1059,Raoultella,5,<0.1,2019,Adult
1060,Serratia fonticola,5,<0.1,2019,Adult
1061,Staphylococcus cohnii,5,<0.1,2019,Adult
1062,Staphylococcus lentus,5,<0.1,2019,Adult
1063,Streptococcus dysgalactiae subsp. dysgalactiae,5,<0.1,2019,Adult
1064,Trichosporon,5,<0.1,2019,Adult
1065,Actinomyces israelii,4,<0.1,2019,Adult
1066,Aeromonas caviae,4,<0.1,2019,Adult
1067,Aeromonas sobria,4,<0.1,2019,Adult
1068,Acid-fast bacillus,4,<0.1,2019,Adult
1069,Parabacteroides merdae,4,<0.1,2019,Adult
1070,Bacillus cereus group,4,<0.1,2019,Adult
1071,Bordetella bronchiseptica,4,<0.1,2019,Adult
1072,Clostridium glycolicum,4,<0.1,2019,Adult
1073,Enterobacter kobei,4,<0.1,2019,Adult
1074,Fungus,4,<0.1,2019,Adult
1075,Kocuria,4,<0.1,2019,Adult
1076,Lactobacillus fermentum,4,<0.1,2019,Adult
1077,"Mycobacterium, avium-intracellulare group",4,<0.1,2019,Adult
1078,Mycobacterium mucogenicum,4,<0.1,2019,Adult
1079,Mycobacterium,4,<0.1,2019,Adult
1080,Oligella urethralis,4,<0.1,2019,Adult
1081,Parvimonas,4,<0.1,2019,Adult
1082,Pasteurella multocida ss. multocida,4,<0.1,2019,Adult
1083,Porphyromonas gingivalis,4,<0.1,2019,Adult
1084,Porphyromonas,4,<0.1,2019,Adult
1085,Providencia,4,<0.1,2019,Adult
1086,Rhizopus,4,<0.1,2019,Adult
1087,Scedosporium,4,<0.1,2019,Adult
1088,Serratia rubidaea,4,<0.1,2019,Adult
1089,Streptococcus sanguinis group,4,<0.1,2019,Adult
1090,Streptococcus salivarius subsp. salivarius,4,<0.1,2019,Adult
1091,Streptococcus mutans,4,<0.1,2019,Adult
1092,Actinomyces meyeri,3,<0.1,2019,Adult
1093,Actinomyces urogenitalis,3,<0.1,2019,Adult
1094,Aerococcus sanguinicola,3,<0.1,2019,Adult
1095,Aggregatibacter segnis,3,<0.1,2019,Adult
1096,Aggregatibacter,3,<0.1,2019,Adult
1097,Alcaligenes faecalis,3,<0.1,2019,Adult
1098,Anaerobic Gram-negative coccus,3,<0.1,2019,Adult
1099,Anaerobic Gram positive coccobacillus,3,<0.1,2019,Adult
1100,Bifidobacterium breve,3,<0.1,2019,Adult
1101,Brevundimonas vesicularis,3,<0.1,2019,Adult
1102,Campylobacter gracilis,3,<0.1,2019,Adult
1103,Chryseobacterium,3,<0.1,2019,Adult
1104,Corynebacterium accolens,3,<0.1,2019,Adult
1105,Corynebacterium minutissimum,3,<0.1,2019,Adult
1106,Corynebacterium urealyticum,3,<0.1,2019,Adult
1107,Cronobacter,3,<0.1,2019,Adult
1108,Cyberlindnera fabianii,3,<0.1,2019,Adult
1109,Dietzia,3,<0.1,2019,Adult
1110,Aerobic diphtheroids,3,<0.1,2019,Adult
1111,Enteropathogenic Escherichia coli,3,<0.1,2019,Adult
1112,Eikenella,3,<0.1,2019,Adult
1113,Enterobacter intermedius,3,<0.1,2019,Adult
1114,Escherichia vulneris,3,<0.1,2019,Adult
1115,Influenza A virus,3,<0.1,2019,Adult
1116,Influenza B virus,3,<0.1,2019,Adult
1117,Fusobacterium nucleatum ss fusiforme,3,<0.1,2019,Adult
1118,Gram-negative coccobacillus,3,<0.1,2019,Adult
1119,Gordonia bronchialis,3,<0.1,2019,Adult
1120,Granulicatella elegans,3,<0.1,2019,Adult
1121,Haemophilus haemolyticus,3,<0.1,2019,Adult
1122,Eggerthia catenaformis,3,<0.1,2019,Adult
1123,Lactococcus lactis,3,<0.1,2019,Adult
1124,Mucor,3,<0.1,2019,Adult
1125,Mycobacterium chelonae,3,<0.1,2019,Adult
1126,Genus Mycoplasma,3,<0.1,2019,Adult
1127,Neisseria flavescens,3,<0.1,2019,Adult
1128,Nocardia farcinica,3,<0.1,2019,Adult
1129,Nocardia,3,<0.1,2019,Adult
1130,Pediococcus pentosaceus,3,<0.1,2019,Adult
1131,human parainfluenza viruses,3,<0.1,2019,Adult
1132,Kodamaea ohmeri,3,<0.1,2019,Adult
1133,Prevotella dentalis,3,<0.1,2019,Adult
1134,Proteus myxofaciens,3,<0.1,2019,Adult
1135,Ralstonia,3,<0.1,2019,Adult
1136,Human rhinovirus,3,<0.1,2019,Adult
1137,Ruminococcus gnavus,3,<0.1,2019,Adult
1138,Sphingomonas,3,<0.1,2019,Adult
1139,Staphylococcus cohnii subspecies urealyticus,3,<0.1,2019,Adult
1140,Streptococcus alactolyticus,3,<0.1,2019,Adult
1141,Trichophyton,3,<0.1,2019,Adult
1142,Virus,3,<0.1,2019,Adult
1143,Wolinella,3,<0.1,2019,Adult
1144,Acinetobacter genospecies 3,2,<0.1,2019,Adult
1145,Acremonium,2,<0.1,2019,Adult
1146,Actinobaculum,2,<0.1,2019,Adult
1147,Actinomyces oris,2,<0.1,2019,Adult
1148,Actinomyces viscosus,2,<0.1,2019,Adult
1149,Aeromonas hydrophila complex,2,<0.1,2019,Adult
1150,Aerococcus sanguicola,2,<0.1,2019,Adult
1151,Anaerobic Gram negative coccobacillus,2,<0.1,2019,Adult
1152,Arcanobacterium haemolyticum,2,<0.1,2019,Adult
1153,Aspergillus terreus,2,<0.1,2019,Adult
1154,Aspergillus versicolor,2,<0.1,2019,Adult
1155,Atopobium,2,<0.1,2019,Adult
1156,Bipolaris,2,<0.1,2019,Adult
1157,Blastoschizomyces,2,<0.1,2019,Adult
1158,Brevundimonas diminuta,2,<0.1,2019,Adult
1159,Brevundimonas,2,<0.1,2019,Adult
1160,Brevibacterium casei,2,<0.1,2019,Adult
1161,Burkholderia multivorans,2,<0.1,2019,Adult
1162,Campylobacter ureolyticus,2,<0.1,2019,Adult
1163,Candida norvegensis,2,<0.1,2019,Adult
1164,Candida pelliculosa,2,<0.1,2019,Adult
1165,Candida zeylanoides,2,<0.1,2019,Adult
1166,Capnocytophaga gingivalis,2,<0.1,2019,Adult
1167,Clostridium baratii,2,<0.1,2019,Adult
1168,Clostridium bolteae,2,<0.1,2019,Adult
1169,Clostridium hathewayi,2,<0.1,2019,Adult
1170,Clostridium limosum,2,<0.1,2019,Adult
1171,Corynebacterium afermentans,2,<0.1,2019,Adult
1172,Corynebacterium aurimucosum,2,<0.1,2019,Adult
1173,Corynebacterium coyleae,2,<0.1,2019,Adult
1174,Corynebacterium kroppenstedtii,2,<0.1,2019,Adult
1175,Dialister micraerophilus,2,<0.1,2019,Adult
1176,Anaerobic diphtheroids,2,<0.1,2019,Adult
1177,Desulfovibrio desulfuricans,2,<0.1,2019,Adult
1178,Dysgonomonas,2,<0.1,2019,Adult
1179,"EHEC, serotype O157:H7",2,<0.1,2019,Adult
1180,Enterobacter ludwigii,2,<0.1,2019,Adult
1181,Erwinia persicina,2,<0.1,2019,Adult
1182,Escherichia fergusonii,2,<0.1,2019,Adult
1183,Facklamia hominis,2,<0.1,2019,Adult
1184,Fusobacterium gonidiaformans,2,<0.1,2019,Adult
1185,Geotrichum candidum,2,<0.1,2019,Adult
1186,Globicatella sanguinis,2,<0.1,2019,Adult
1187,Influenza A virus subtype H1N1,2,<0.1,2019,Adult
1188,"Haemophilus parainfluenzae, biotype I",2,<0.1,2019,Adult
1189,"Haemophilus parainfluenzae, biotype III",2,<0.1,2019,Adult
1190,"Haemophilus influenzae, not b",2,<0.1,2019,Adult
1191,Kingella kingae,2,<0.1,2019,Adult
1192,Klebsiella pneumoniae ss. rhinoscleromatis,2,<0.1,2019,Adult
1193,Kluyvera cryocrescens,2,<0.1,2019,Adult
1194,Kluyvera intermedia,2,<0.1,2019,Adult
1195,Genus Lachnoanaerobaculum,2,<0.1,2019,Adult
1196,Lactobacillus jensenii,2,<0.1,2019,Adult
1197,Lactobacillus plantarum,2,<0.1,2019,Adult
1198,Leuconostoc pseudomesenteroides,2,<0.1,2019,Adult
1199,Microbacterium,2,<0.1,2019,Adult
1200,Mobiluncus curtisii,2,<0.1,2019,Adult
1201,"Morganella morganii, biogroup 1",2,<0.1,2019,Adult
1202,Mycobacterium phocaicum,2,<0.1,2019,Adult
1203,Neisseria mucosa,2,<0.1,2019,Adult
1204,Nocardia nova,2,<0.1,2019,Adult
1205,Ochrobactrum intermedium,2,<0.1,2019,Adult
1206,Parabacteroides goldsteinii,2,<0.1,2019,Adult
1207,Paracoccus yeei,2,<0.1,2019,Adult
1208,Porphyromonas asaccharolyticus,2,<0.1,2019,Adult
1209,Porphyromonas somerae,2,<0.1,2019,Adult
1210,Prevotella buccalis,2,<0.1,2019,Adult
1211,Prevotella oralis group,2,<0.1,2019,Adult
1212,Propionimicrobium,2,<0.1,2019,Adult
1213,Propionibacterium propionicum,2,<0.1,2019,Adult
1214,Providencia rustigianii,2,<0.1,2019,Adult
1215,Pseudomonas alcaligenes,2,<0.1,2019,Adult
1216,Rahnella aquatilis,2,<0.1,2019,Adult
1217,Ralstonia insidiosa,2,<0.1,2019,Adult
1218,Rhizobium radiobacter,2,<0.1,2019,Adult
1219,Robinsoniella peoriensis,2,<0.1,2019,Adult
1220,Roseomonas,2,<0.1,2019,Adult
1221,Human respiratory syncytial virus,2,<0.1,2019,Adult
1222,Ruminococcus,2,<0.1,2019,Adult
1223,Serratia ureilytica,2,<0.1,2019,Adult
1224,Shewanella putrefaciens,2,<0.1,2019,Adult
1225,Sphingomonas parapaucimobilis,2,<0.1,2019,Adult
1226,Staphylococcus pasteuri,2,<0.1,2019,Adult
1227,Staphylococcus schleiferi ss. schleiferi,2,<0.1,2019,Adult
1228,Staphylococcus xylosus,2,<0.1,2019,Adult
1229,Stephanoascus ciferrii,2,<0.1,2019,Adult
1230,Small-colony-forming beta-hemolytic group A streptococci,2,<0.1,2019,Adult
1231,Streptococcus cristatus,2,<0.1,2019,Adult
1232,Streptococcus infantarius,2,<0.1,2019,Adult
1233,Trichosporon beigelii,2,<0.1,2019,Adult
1234,Weissella,2,<0.1,2019,Adult
1235,Yokenella regensburgei,2,<0.1,2019,Adult
1236,Acholeplasma laidlawii,1,<0.1,2019,Adult
1237,Achromobacter ruhlandii,1,<0.1,2019,Adult
1238,Acinetobacter johnsonii,1,<0.1,2019,Adult
1239,Arcobacter,1,<0.1,2019,Adult
1240,Actinomyces bovis,1,<0.1,2019,Adult
1241,Actinomadura pelletieri,1,<0.1,2019,Adult
1242,Aeromonas caviae complex,1,<0.1,2019,Adult
1243,Aeromonas veronii subsp sobria,1,<0.1,2019,Adult
1244,Aspergillus flavus,1,<0.1,2019,Adult
1245,Alistipes,1,<0.1,2019,Adult
1246,Alloscardovia omnicolens,1,<0.1,2019,Adult
1247,Alloiococcus otitis,1,<0.1,2019,Adult
1248,Alternaria,1,<0.1,2019,Adult
1249,Anaerobiospirillum succinoproducens,1,<0.1,2019,Adult
1250,Trueperella pyogenes,1,<0.1,2019,Adult
1251,Arcanobacterium,1,<0.1,2019,Adult
1252,Arthrobacter cumminsii,1,<0.1,2019,Adult
1253,Aspergillus nidulans,1,<0.1,2019,Adult
1254,Atopobium minutum,1,<0.1,2019,Adult
1255,Atopobium parvulum,1,<0.1,2019,Adult
1256,Atopobium rimae,1,<0.1,2019,Adult
1257,Aureobasidium pullulans,1,<0.1,2019,Adult
1258,Bacillus licheniformis,1,<0.1,2019,Adult
1259,Bacillus pumilus,1,<0.1,2019,Adult
1260,Odoribacter splanchnicus,1,<0.1,2019,Adult
1261,Bacillus subtilis group,1,<0.1,2019,Adult
1262,Bartonella bacilliformis,1,<0.1,2019,Adult
1263,Bacillus farraginis,1,<0.1,2019,Adult
1264,Bifidobacterium catenulatum,1,<0.1,2019,Adult
1265,Bilophila,1,<0.1,2019,Adult
1266,Bilophila wadsworthia,1,<0.1,2019,Adult
1267,Blautia coccoides,1,<0.1,2019,Adult
1268,Blautia producta,1,<0.1,2019,Adult
1269,Bordetella trematum,1,<0.1,2019,Adult
1270,Brachyspira pilosicoli,1,<0.1,2019,Adult
1271,Brevibacterium,1,<0.1,2019,Adult
1272,Bacillus subtilis,1,<0.1,2019,Adult
1273,Burkholderia gladioli,1,<0.1,2019,Adult
1274,Burkholderia mallei,1,<0.1,2019,Adult
1275,Butyrivibrio hungatei,1,<0.1,2019,Adult
1276,Family Caliciviridae,1,<0.1,2019,Adult
1277,Candida intermedia,1,<0.1,2019,Adult
1278,Candida lambica,1,<0.1,2019,Adult
1279,Candida nivariensis,1,<0.1,2019,Adult
1280,Candida pararugosa,1,<0.1,2019,Adult
1281,Candida pintolopesii,1,<0.1,2019,Adult
1282,Candida pulcherrima,1,<0.1,2019,Adult
1283,Candida rugosa,1,<0.1,2019,Adult
1284,Capnocytophaga canimorsus,1,<0.1,2019,Adult
1285,Capnocytophaga ochracea,1,<0.1,2019,Adult
1286,CDC Enteric Group 58,1,<0.1,2019,Adult
1287,Cedecea neteri,1,<0.1,2019,Adult
1288,Cedecea species 3,1,<0.1,2019,Adult
1289,Chryseobacterium gleum,1,<0.1,2019,Adult
1290,Citrobacter gillenii,1,<0.1,2019,Adult
1291,Citrobacter rodentium,1,<0.1,2019,Adult
1292,Clostridium botulinum,1,<0.1,2019,Adult
1293,Clostridium tetani,1,<0.1,2019,Adult
1294,Collinsella aerofaciens,1,<0.1,2019,Adult
1295,Comamonas testosteroni,1,<0.1,2019,Adult
1296,Corynebacterium bovis,1,<0.1,2019,Adult
1297,CDC Corynebacterium group F-1,1,<0.1,2019,Adult
1298,Corynebacterium glucuronolyticum,1,<0.1,2019,Adult
1299,Corynebacterium lipophiloflavum,1,<0.1,2019,Adult
1300,Corynebacterium mucifaciens,1,<0.1,2019,Adult
1301,Corynebacterium simulans,1,<0.1,2019,Adult
1302,Human coronavirus,1,<0.1,2019,Adult
1303,Cryptobacterium,1,<0.1,2019,Adult
1304,Cunninghamella,1,<0.1,2019,Adult
1305,Cupriavidus respiraculi,1,<0.1,2019,Adult
1306,Curvularia,1,<0.1,2019,Adult
1307,Scedosporium apiospermum,1,<0.1,2019,Adult
1308,Dermabacter,1,<0.1,2019,Adult
1309,Dialister pneumosintes,1,<0.1,2019,Adult
1310,Dolosigranulum pigrum,1,<0.1,2019,Adult
1311,Desulfovibrio,1,<0.1,2019,Adult
1312,Dysgonomonas capnocytophagoides,1,<0.1,2019,Adult
1313,CDC group EF-4,1,<0.1,2019,Adult
1314,Elizabethkingia,1,<0.1,2019,Adult
1315,Empedobacter,1,<0.1,2019,Adult
1316,Enterobacter amnigenus biogroup I,1,<0.1,2019,Adult
1317,Entamoeba coli,1,<0.1,2019,Adult
1318,Enterococcus italicus,1,<0.1,2019,Adult
1319,Enterococcus malodoratus,1,<0.1,2019,Adult
1320,Genus Enterovirus,1,<0.1,2019,Adult
1321,Erysipelothrix rhusiopathiae,1,<0.1,2019,Adult
1322,Ewingella americana,1,<0.1,2019,Adult
1323,Facklamia,1,<0.1,2019,Adult
1324,Flavobacterium,1,<0.1,2019,Adult
1325,Flavonifractor plautii,1,<0.1,2019,Adult
1326,Influenza virus,1,<0.1,2019,Adult
1327,Fusarium proliferatum,1,<0.1,2019,Adult
1328,Fusarium solani,1,<0.1,2019,Adult
1329,Fusobacterium naviforme,1,<0.1,2019,Adult
1330,Fusobacterium periodonticum,1,<0.1,2019,Adult
1331,Geotrichum,1,<0.1,2019,Adult
1332,Gliocladium,1,<0.1,2019,Adult
1333,Gram-negative diplococcus,1,<0.1,2019,Adult
1334,Gordonia otitidis,1,<0.1,2019,Adult
1335,Gordonia sputi,1,<0.1,2019,Adult
1336,Gram-variable coccus,1,<0.1,2019,Adult
1337,Aggregatibacter aphrophilus,1,<0.1,2019,Adult
1338,"Haemophilus parainfluenzae, biotype II",1,<0.1,2019,Adult
1339,Hepatitis G virus,1,<0.1,2019,Adult
1340,Human metapneumovirus,1,<0.1,2019,Adult
1341,Human herpes simplex virus type 2,1,<0.1,2019,Adult
1342,Kerstersia gyiorum,1,<0.1,2019,Adult
1343,Kluyvera,1,<0.1,2019,Adult
1344,Lactobacillus crispatus,1,<0.1,2019,Adult
1345,Lactobacillus johnsonii,1,<0.1,2019,Adult
1346,Lactobacillus reuteri,1,<0.1,2019,Adult
1347,Legionella cherrii,1,<0.1,2019,Adult
1348,Leuconostoc lactis,1,<0.1,2019,Adult
1349,Legionella pneumophila,1,<0.1,2019,Adult
1350,Malassezia furfur,1,<0.1,2019,Adult
1351,Malassezia pachydermatis,1,<0.1,2019,Adult
1352,Massilia,1,<0.1,2019,Adult
1353,Methylobacterium,1,<0.1,2019,Adult
1354,Methylobacterium zatmanii,1,<0.1,2019,Adult
1355,Microbacterium oxydans,1,<0.1,2019,Adult
1356,Microbacterium paraoxydans,1,<0.1,2019,Adult
1357,Mobiluncus,1,<0.1,2019,Adult
1358,Moraxella lacunata,1,<0.1,2019,Adult
1359,Moraxella nonliquefaciens,1,<0.1,2019,Adult
1360,Mycobacterium canariasense,1,<0.1,2019,Adult
1361,Mycobacterium fortuitum complex,1,<0.1,2019,Adult
1362,Mycobacterium fortuitum subsp fortuitum,1,<0.1,2019,Adult
1363,Mycobacterium goodii,1,<0.1,2019,Adult
1364,Mycobacterium lentiflavum,1,<0.1,2019,Adult
1365,Mycobacterium parascrofulaceum,1,<0.1,2019,Adult
1366,Mycobacterium porcinum,1,<0.1,2019,Adult
1367,Mycobacterium senegalense,1,<0.1,2019,Adult
1368,Mycobacterium wolinskyi,1,<0.1,2019,Adult
1369,Myroides odoratus,1,<0.1,2019,Adult
1370,Mycobacterium avium,1,<0.1,2019,Adult
1371,Neisseria macacae,1,<0.1,2019,Adult
1372,Neisseria subflava,1,<0.1,2019,Adult
1373,Neisseria meningitidis,1,<0.1,2019,Adult
1374,Nocardia cyriacigeorgica,1,<0.1,2019,Adult
1375,Paecilomyces,1,<0.1,2019,Adult
1376,Paecilomyces variotii,1,<0.1,2019,Adult
1377,Paenibacillus,1,<0.1,2019,Adult
1378,Pandoraea apista,1,<0.1,2019,Adult
1379,Pandoraea,1,<0.1,2019,Adult
1380,B19 virus,1,<0.1,2019,Adult
1381,Pasteurella canis,1,<0.1,2019,Adult
1382,Pediococcus,1,<0.1,2019,Adult
1383,Pichia,1,<0.1,2019,Adult
1384,Peptostreptococcus indolicus,1,<0.1,2019,Adult
1385,Prevotella veroralis,1,<0.1,2019,Adult
1386,Prototheca,1,<0.1,2019,Adult
1387,Propionibacterium acidipropionici,1,<0.1,2019,Adult
1388,Propionibacterium lymphophilum,1,<0.1,2019,Adult
1389,Pseudoflavonifractor capillosus,1,<0.1,2019,Adult
1390,"Pseudomonas, group VA-1",1,<0.1,2019,Adult
1391,Pseudomonas monteilii,1,<0.1,2019,Adult
1392,Pseudomonas pseudoalcaligenes,1,<0.1,2019,Adult
1393,Ralstonia mannitolilytica,1,<0.1,2019,Adult
1394,Rhodotorula,1,<0.1,2019,Adult
1395,Rhodococcus equi,1,<0.1,2019,Adult
1396,Roseomonas gilardii,1,<0.1,2019,Adult
1397,Saccharomyces,1,<0.1,2019,Adult
1398,Saccharomonospora,1,<0.1,2019,Adult
1399,Sarcina ventriculi,1,<0.1,2019,Adult
1400,Sarcinosporon inkin,1,<0.1,2019,Adult
1401,Scedosporium apiospermum,1,<0.1,2019,Adult
1402,Serpulina jonesii,1,<0.1,2019,Adult
1403,Serratia odorifera biogroup 1,1,<0.1,2019,Adult
1404,Serratia plymuthica,1,<0.1,2019,Adult
1405,Shewanella algae,1,<0.1,2019,Adult
1406,Shewanella,1,<0.1,2019,Adult
1407,Shigella sonnei,1,<0.1,2019,Adult
1408,Sphingobacterium multivorum,1,<0.1,2019,Adult
1409,Sphingobacterium,1,<0.1,2019,Adult
1410,Sphingobacterium spiritivorum,1,<0.1,2019,Adult
1411,Sporobolomyces salmonicolor,1,<0.1,2019,Adult
1412,Staphylococcus carnosus,1,<0.1,2019,Adult
1413,Staphylococcus schleiferi subsp. coagulans,1,<0.1,2019,Adult
1414,Staphylococcus condimenti,1,<0.1,2019,Adult
1415,Staphylococcus equorum linens,1,<0.1,2019,Adult
1416,Staphylococcus hyicus,1,<0.1,2019,Adult
1417,Staphylococcus cohnii ss cohnii,1,<0.1,2019,Adult
1418,Stephanoascus,1,<0.1,2019,Adult
1419,Streptobacillus moniliformis,1,<0.1,2019,Adult
1420,Streptobacillus,1,<0.1,2019,Adult
1421,Streptococcus constellatus subspecies pharyngis,1,<0.1,2019,Adult
1422,Streptococcus equinus,1,<0.1,2019,Adult
1423,Streptomyces filamentosus,1,<0.1,2019,Adult
1424,Streptococcus equi,1,<0.1,2019,Adult
1425,Streptococcus gallolyticus subspecies macedonicus,1,<0.1,2019,Adult
1426,Streptococcus infantis,1,<0.1,2019,Adult
1427,Streptococcus lutetiensis,1,<0.1,2019,Adult
1428,Streptococcus mutans group,1,<0.1,2019,Adult
1429,Streptococcus porcinus,1,<0.1,2019,Adult
1430,Streptococcus pseudoporcinus,1,<0.1,2019,Adult
1431,Streptococcus salivarius subsp. thermophilus,1,<0.1,2019,Adult
1432,Streptococcus uberis,1,<0.1,2019,Adult
1433,Streptococcus equi subsp. zooepidemicus,1,<0.1,2019,Adult
1434,Legionella micdadei,1,<0.1,2019,Adult
1435,Tatumella,1,<0.1,2019,Adult
1436,Tetragenococcus solitarius,1,<0.1,2019,Adult
1437,Thermoactinomyces,1,<0.1,2019,Adult
1438,Tissierella,1,<0.1,2019,Adult
1439,Yellow fever virus,1,<0.1,2019,Adult
1440,Torulopsis candida,1,<0.1,2019,Adult
1441,Trichoderma,1,<0.1,2019,Adult
1442,Trueperella,1,<0.1,2019,Adult
1443,Tsukamurella,1,<0.1,2019,Adult
1444,Ureaplasma parvum,1,<0.1,2019,Adult
1445,Ustilago,1,<0.1,2019,Adult
1446,Veillonella dispar,1,<0.1,2019,Adult
1447,Vibrio,1,<0.1,2019,Adult
1448,Wangiella dermatitidis,1,<0.1,2019,Adult
1449,Weissella confusa,1,<0.1,2019,Adult
1450,Escherichia coli,16558,15.736103323,2020,Adult
1451,Staphylococcus aureus,11318,10.756203492,2020,Adult
1452,Enterococcus faecalis,9640,9.16149511,2020,Adult
1453,Pseudomonas aeruginosa,8384,7.967839731,2020,Adult
1454,Klebsiella pneumoniae,5824,5.534911569,2020,Adult
1455,Staphylococcus epidermidis,4727,4.492363837,2020,Adult
1456,Candida albicans,4049,3.848018019,2020,Adult
1457,Enterococcus faecium,3782,3.594271214,2020,Adult
1458,Proteus mirabilis,2886,2.742746358,2020,Adult
1459,Candida glabrata,1837,1.745816029,2020,Adult
1460,"Staphylococcus, coagulase negative",1807,1.717305152,2020,Adult
1461,Enterobacter cloacae,1698,1.613715633,2020,Adult
1462,Enterobacter cloacae complex,1662,1.57950258,2020,Adult
1463,Serratia marcescens,1588,1.509175751,2020,Adult
1464,Klebsiella aerogenes,1325,1.259230396,2020,Adult
1465,Bacteroides fragilis,1295,1.230719519,2020,Adult
1466,Klebsiella oxytoca,1288,1.224066982,2020,Adult
1467,Genus Enterococcus,1153,1.095768036,2020,Adult
1468,Candida parapsilosis,823,0.78214839,2020,Adult
1469,Klebsiella pneumoniae ss. pneumoniae,765,0.727027361,2020,Adult
1470,Morganella morganii,683,0.649097631,2020,Adult
1471,Group B streptococcus,649,0.616785304,2020,Adult
1472,Citrobacter freundii,627,0.595877327,2020,Adult
1473,Candida tropicalis,611,0.580671526,2020,Adult
1474,Streptococcus anginosus,573,0.544557749,2020,Adult
1475,Stenotrophomonas maltophilia,564,0.536004486,2020,Adult
1476,Bacteroides thetaiotaomicron,510,0.484684907,2020,Adult
1477,Yeast,506,0.480883457,2020,Adult
1478,Citrobacter koseri,440,0.418159528,2020,Adult
1479,Acinetobacter baumannii,409,0.388698288,2020,Adult
1480,Cutibacterium acnes,403,0.382996113,2020,Adult
1481,Enterococcus avium,376,0.357336324,2020,Adult
1482,Lactobacillus,363,0.34498161,2020,Adult
1483,Staphylococcus lugdunensis,341,0.324073634,2020,Adult
1484,"Streptococcus, viridans group",339,0.322172909,2020,Adult
1485,Staphylococcus,325,0.308867833,2020,Adult
1486,Streptococcus mitis,312,0.29651312,2020,Adult
1487,Gram-negative bacillus,293,0.278456231,2020,Adult
1488,Gram-positive coccus,271,0.257548255,2020,Adult
1489,Candida dubliniensis,267,0.253746804,2020,Adult
1490,Bacteroides fragilis group,265,0.251846079,2020,Adult
1491,Streptococcus mitis group,256,0.243292816,2020,Adult
1492,Corynebacterium,232,0.220484115,2020,Adult
1493,Streptococcus anginosus group,232,0.220484115,2020,Adult
1494,Finegoldia magna,227,0.215732302,2020,Adult
1495,Streptococcus,218,0.207179039,2020,Adult
1496,Diphtheroids,212,0.201476863,2020,Adult
1497,Corynebacterium striatum,204,0.193873963,2020,Adult
1498,Staphylococcus haemolyticus,203,0.1929236,2020,Adult
1499,Enterococcus gallinarum,194,0.184370337,2020,Adult
1500,Streptococcus constellatus,192,0.182469612,2020,Adult
1501,Clostridium perfringens,190,0.180568887,2020,Adult
1502,Bacteroides ovatus,189,0.179618524,2020,Adult
